Code,Disease,Symptoms
147,Wilson disease,"['Sleepiness', 'Diminished vision', 'Fatigue', 'Abnormal breathing sounds', 'Insomnia', 'Cough', 'Apnea', 'Problems with movement', 'Fainting', 'Difficulty in swallowing', 'Weakness', 'Difficulty eating']"
150,Gonorrhea,"['Penile discharge', 'Sharp abdominal pain', 'Vaginal discharge', 'Vaginal itching', 'Painful urination', 'Penis redness', 'Problems with movement', 'Paresthesia', 'Itching of skin', 'Vaginal pain', 'Spotting or bleeding during pregnancy', 'Cramps and spasms']"
151,Fracture of the rib,"['Rib pain', 'Sharp chest pain', 'Back pain', 'Side pain', 'Shoulder pain', 'Ache all over', 'Arm pain', 'Shortness of breath', 'Hurts to breath', 'Hip pain', 'Bones are painful']"
152,Ependymoma,"['Diminished vision', 'Pain in eye', 'Headache', 'Eyelid swelling', 'Abnormal appearing skin', 'Eye redness', 'Emotional symptoms', 'Elbow cramps or spasms', 'Muscle swelling']"
153,Hepatitis due to a toxin,"['Sharp abdominal pain', 'Nausea', 'Diarrhea', 'Vomiting', 'Depression', 'Fatigue', 'Jaundice', 'Itching of skin', 'Feeling ill', 'Upper abdominal pain', 'Flu-like syndrome', 'Rectal bleeding']"
154,Vaginal cyst,"['Sharp abdominal pain', 'Spotting or bleeding during pregnancy', 'Pelvic pain', 'Vaginal pain', 'Lower abdominal pain', 'Vaginal discharge', 'Cramps and spasms', 'Intermenstrual bleeding', 'Blood clots during menstrual periods', 'Pain during pregnancy', 'Heavy menstrual flow', 'Problems during pregnancy']"
156,Ectopic pregnancy,"['Sharp abdominal pain', 'Pain during pregnancy', 'Spotting or bleeding during pregnancy', 'Lower abdominal pain', 'Pelvic pain', 'Nausea', 'Dizziness', 'Cramps and spasms', 'Intermenstrual bleeding', 'Burning abdominal pain', 'Vaginal discharge', 'Problems during pregnancy']"
157,Chronic knee pain,"['Knee pain', 'Leg pain', 'Knee swelling', 'Back pain', 'Hip pain', 'Leg swelling', 'Knee stiffness or tightness', 'Joint pain', 'Knee weakness']"
158,Pinguecula,"['Lacrimation', 'Double vision', 'Headache', 'Spots or clouds in vision', 'Sleepiness', 'Paresthesia', 'Pain in eye', 'Diminished vision']"
159,Hypergammaglobulinemia,"['Fatigue', 'Hip stiffness or tightness', 'Blood in stool', 'Knee stiffness or tightness']"
161,Carpal tunnel syndrome,"['Loss of sensation', 'Hand or finger pain', 'Wrist pain', 'Paresthesia', 'Arm pain', 'Hand or finger weakness', 'Elbow pain', 'Hand or finger stiffness or tightness', 'Hand or finger swelling', 'Arm weakness', 'Wrist swelling']"
162,Pituitary disorder,"['Headache', 'Lack of growth', 'Pain in eye', 'Sleepiness', 'Mouth pain', 'Acne or pimples', 'Hot flashes', 'Fluid retention', 'Postpartum problems of the breast', 'Infertility', 'Weight gain']"
163,Kidney stone,"['Side pain', 'Sharp abdominal pain', 'Back pain', 'Vomiting', 'Nausea', 'Blood in urine', 'Lower abdominal pain', 'Low back pain', 'Painful urination', 'Frequent urination', 'Retention of urine', 'Suprapubic pain']"
164,Autism,"['Seizures', 'Depressive or psychotic symptoms', 'Hostile behavior', 'Lack of growth', 'Temper problems', 'Antisocial behavior', 'Difficulty speaking', 'Restlessness', 'Obsessions and compulsions', 'Eyelid retracted']"
166,Chronic glaucoma,"['Diminished vision', 'Pain in eye', 'Spots or clouds in vision', 'Lacrimation', 'Foreign body sensation in eye', 'Blindness', 'Itchiness of eye', 'Eye burns or stings', 'White discharge from eye', 'Double vision', 'Mass on eyelid']"
167,Retinal detachment,"['Spots or clouds in vision', 'Diminished vision', 'Blindness', 'Pain in eye', 'Itchiness of eye', 'Eye burns or stings', 'Lacrimation', 'Cloudy eye', 'Abnormal movement of eyelid', 'Bleeding from eye', 'Double vision']"
168,Aplastic anemia,"['Fatigue', 'Fever', 'Weakness', 'Nausea', 'Slurring words', 'Feeling cold', 'Lack of growth', 'Hot flashes', 'Mouth dryness', 'Vomiting blood', 'Fluid retention', 'Leg weakness']"
169,Overflow incontinence,"['Retention of urine', 'Involuntary urination', 'Frequent urination', 'Suprapubic pain', 'Blood in urine', 'Excessive urination at night', 'Focal weakness', 'Hesitancy']"
170,Rabies,"['Pain in eye', 'Shoulder cramps or spasms', 'Facial pain', 'Ankle pain', 'Wrist pain', 'Excessive anger', 'Joint stiffness or tightness', 'Knee lump or mass', 'Fatigue', 'Excessive urination at night']"
171,Hemolytic anemia,"['Fatigue', 'Cough', 'Nausea', 'Weakness', 'Fever', 'Peripheral edema', 'Allergic reaction', 'Itching of skin', 'Joint pain', 'Skin growth', 'Swollen abdomen', 'Stomach bloating']"
172,Lateral epicondylitis (tennis elbow),"['Elbow pain', 'Arm pain', 'Shoulder pain', 'Loss of sensation', 'Wrist pain', 'Hand or finger pain', 'Paresthesia', 'Elbow lump or mass', 'Elbow swelling', 'Joint pain', 'Hand or finger stiffness or tightness']"
174,Syphilis,"['Skin rash', 'Headache', 'Vaginal discharge', 'Itching of skin', 'Problems during pregnancy', 'Muscle pain', 'Congestion in chest', 'Disturbance of memory', 'Muscle weakness', 'Increased heart rate']"
176,Nose disorder,"['Nasal congestion', 'Cough', 'Fever', 'Sore throat', 'Headache', 'Coryza', 'Ear pain', 'Difficulty breathing', 'Painful sinuses', 'Facial pain', 'Sinus congestion', 'Nosebleed']"
177,Drug withdrawal,"['Vomiting', 'Nausea', 'Antisocial behavior', 'Anxiety and nervousness', 'Chills', 'Diarrhea', 'Sharp abdominal pain', 'Depression', 'Ache all over', 'Seizures', 'Abnormal involuntary movements', 'Dizziness']"
178,Dental caries,"['Toothache', 'Gum pain', 'Facial pain', 'Mouth pain', 'Jaw swelling', 'Skin swelling', 'Pain in gums', 'Neck swelling', 'Skin irritation', 'Restlessness']"
179,Hypercholesterolemia,"['Sharp chest pain', 'Palpitations', 'Weight gain', 'Excessive urination at night', 'Hand or finger stiffness or tightness']"
180,Fracture of the patella,"['Knee pain', 'Leg pain', 'Knee swelling', 'Ankle pain', 'Hip pain', 'Leg swelling', 'Leg weakness', 'Melena', 'Bones are painful', 'Knee weakness']"
181,Kidney failure,"['Shortness of breath', 'Nausea', 'Weakness', 'Sharp chest pain', 'Vomiting', 'Arm swelling', 'Leg swelling', 'Muscle cramps, contractures, or spasms', 'Swollen abdomen', 'Leg weakness']"
185,Hyperosmotic hyperketotic state,"['Weakness', 'Thirst', 'Frequent urination', 'Cough', 'Sharp abdominal pain', 'Fainting', 'Burning chest pain', 'Mouth ulcer', 'Neck pain', 'Mouth dryness', 'Diminished vision']"
186,Peritonsillar abscess,"['Sore throat', 'Difficulty in swallowing', 'Swollen or red tonsils', 'Fever', 'Ear pain', 'Throat feels tight', 'Headache', 'Chills', 'Neck swelling', 'Throat swelling', 'Swollen lymph nodes', 'Throat redness']"
187,Gastroparesis,"['Vomiting', 'Nausea', 'Sharp abdominal pain', 'Regurgitation', 'Sharp chest pain', 'Diarrhea', 'Fatigue', 'Burning abdominal pain', 'Heartburn', 'Loss of sensation', 'Constipation', 'Upper abdominal pain']"
190,Polycythemia vera,"['Fatigue', 'Skin lesion', 'Dizziness', 'Headache', 'Itching of skin', 'Joint pain', 'Regurgitation', 'Weight gain', 'Difficulty eating', 'Spots or clouds in vision', 'Joint swelling']"
191,Thrombocytopenia,"['Sharp chest pain', 'Fatigue', 'Blood in urine', 'Nosebleed', 'Blood in stool', 'Bleeding gums', 'Tongue lesions', 'Eyelid swelling', 'Mouth pain', 'Lymphedema']"
192,Head and neck cancer,"['Sore throat', 'Difficulty in swallowing', 'Mouth pain', 'Throat feels tight', 'Facial pain', 'Hoarse voice', 'Neck mass', 'Plugged feeling in ear', 'Tongue lesions', 'Hemoptysis', 'Tongue pain', 'Bleeding in mouth']"
194,Goitre,"['Fatigue', 'Weight gain', 'Neck mass', 'Difficulty in swallowing', 'Neck swelling', 'Lump in throat', 'Heartburn', 'Hot flashes', 'Feeling hot and cold', 'Arm weakness']"
195,Urge incontinence,"['Frequent urination', 'Involuntary urination', 'Retention of urine', 'Suprapubic pain', 'Painful urination', 'Excessive urination at night']"
198,Muscular dystrophy,"['Fatigue', 'Headache', 'Muscle weakness', 'Cough', 'Weakness', 'Nasal congestion', 'Loss of sensation', 'Double vision', 'Hand or finger pain', 'Problems with movement', 'Hip pain', 'Feeling cold']"
199,Mittelschmerz,"['Sharp abdominal pain', 'Lower abdominal pain', 'Pelvic pain', 'Painful menstruation', 'Vomiting', 'Side pain', 'Long menstrual periods', 'Fever', 'Acne or pimples', 'Burning abdominal pain', 'Involuntary urination']"
200,Corneal abrasion,"['Pain in eye', 'Eye redness', 'Swollen eye', 'Diminished vision', 'Lacrimation', 'Foreign body sensation in eye', 'Eye burns or stings', 'Itchiness of eye', 'Eyelid swelling', 'Eyelid lesion or rash', 'White discharge from eye']"
1,Anemia of chronic disease,"['Weakness', 'Diarrhea', 'Fatigue', 'Dizziness', 'Vomiting', 'Weight gain', 'Chills', 'Itching of skin', 'Feeling ill', 'Coryza', 'Low back weakness']"
2,Dysthymic disorder,"['Depression', 'Anxiety and nervousness', 'Depressive or psychotic symptoms', 'Insomnia', 'Excessive anger', 'Low self-esteem', 'Disturbance of memory', 'Temper problems', 'Fears and phobias', 'Slurring words', 'Loss of sex drive', 'Antisocial behavior']"
3,Scarlet fever,"['Skin rash', 'Fever', 'Sore throat', 'Cough', 'Coryza', 'Skin swelling', 'Groin pain', 'Penis pain', 'Throat swelling', 'Difficulty in swallowing', 'Sinus congestion', 'Mouth pain']"
4,Hypertensive heart disease,"['Palpitations', 'Shortness of breath', 'Sharp chest pain', 'Difficulty breathing', 'Weakness', 'Fatigue', 'Chest tightness', 'Insomnia', 'Heartburn' 'Fluid retention']"
5,Drug abuse (barbiturates),"['Drug abuse', 'Abusing alcohol', 'Anxiety and nervousness', 'Depression', 'Depressive or psychotic symptoms', 'Abnormal involuntary movements', 'Delusions or hallucinations', 'Slurring words', 'Excessive anger', 'Hostile behavior']"
6,Polycystic ovarian syndrome (PCOS),"['Infertility', 'Unpredictable menstruation', 'Weight gain', 'Pelvic pain', 'Absence of menstruation', 'Heavy menstrual flow', 'Intermenstrual bleeding', 'Long menstrual periods', 'Painful menstruation', 'Cramps and spasms', 'Hot flashes', 'Acne or pimples']"
7,Encephalitis,"['Headache', 'Loss of sensation', 'Seizures', 'Dizziness', 'Fatigue', 'Disturbance of memory', 'Problems with movement', 'Paresthesia', 'Insomnia', 'Joint pain', 'Leg weakness']"
8,Cyst of the eyelid,"['Mass on eyelid', 'Skin growth', 'Eyelid lesion or rash', 'Pain in eye', 'Diminished vision', 'Wrinkles on skin', 'Itchiness of eye', 'Abnormal movement of eyelid']"
9,Balanitis,"['Penis redness', 'Penis pain', 'Abnormal appearing skin', 'Fever', 'Painful urination', 'Suprapubic pain', 'Penile discharge', 'Skin lesion', 'Itching of skin']"
10,Foreign body in the throat,"['Difficulty in swallowing', 'Vomiting', 'Sore throat', 'Cough', 'Shortness of breath', 'Difficulty breathing', 'Infant spitting up', 'Paresthesia', 'Coughing up sputum', 'Throat swelling']"
11,Drug abuse (cocaine),"['Drug abuse', 'Abusing alcohol', 'Depressive or psychotic symptoms', 'Depression', 'Sharp chest pain', 'Delusions or hallucinations', 'Hostile behavior', 'Excessive anger', 'Fears and phobias', 'Nightmares', 'Hysterical behavior']"
12,Optic neuritis,"['Diminished vision', 'Blindness', 'Headache', 'Spots or clouds in vision', 'Pain in eye', 'Fatigue', 'Eyelid swelling']"
14,Premature atrial contractions (PACs),"['Palpitations', 'Irregular heartbeat', 'Sharp chest pain', 'Shortness of breath', 'Chest tightness', 'Dizziness', 'Fatigue', 'Fainting', 'Increased heart rate', 'Muscle swelling']"
15,Hemiplegia,"['Seizures', 'Headache', 'Weakness', 'Focal weakness', 'Loss of sensation', 'Problems with movement', 'Abnormal involuntary movements', 'Slurring words', 'Cramps and spasms', 'Difficulty speaking', 'Arm weakness', 'Arm stiffness or tightness']"
16,Hammer toe,"['Foot or toe pain', 'Loss of sensation', 'Skin lesion', 'Foot or toe swelling', 'Irregular appearing nails', 'Problems with movement', 'Skin growth']"
18,Joint effusion,"['Knee pain', 'Knee swelling', 'Ankle pain', 'Ankle swelling', 'Elbow pain', 'Wrist pain', 'Elbow swelling', 'Leg swelling', 'Foot or toe swelling', 'Knee stiffness or tightness', 'Wrist swelling', 'Problems with movement']"
20,Meningioma,"['Headache', 'Disturbance of memory', 'Weakness', 'Seizures', 'Difficulty speaking', 'Depressive or psychotic symptoms', 'Facial pain', 'Diminished hearing', 'Diminished vision', 'Focal weakness', 'Dizziness', 'Nausea']"
21,Brain cancer,"['Headache', 'Seizures', 'Weakness', 'Focal weakness', 'Decreased appetite', 'Disturbance of memory', 'Slurring words', 'Difficulty speaking', 'Blindness', 'Leg weakness']"
22,Placental abruption,"['Spotting or bleeding during pregnancy', 'Uterine contractions', 'Nausea', 'Lower abdominal pain', 'Cramps and spasms', 'Problems during pregnancy', 'Emotional symptoms']"
23,Seasonal allergies (hay fever),"['Nasal congestion', 'Cough', 'Allergic reaction', 'Sore throat', 'Headache', 'Ear pain', 'Sneezing', 'Coryza', 'Itchiness of eye', 'Frontal headache', 'Lacrimation', 'Painful sinuses']"
24,Lung cancer,"['Shortness of breath', 'Cough', 'Fatigue', 'Decreased appetite', 'Hemoptysis', 'Drainage in throat', 'Leg weakness']"
369,Primary kidney disease,"['Peripheral edema', 'Blood in urine', 'Impotence', 'Thirst', 'Swelling of scrotum', 'Melena', 'Irregular appearing nails', 'Leg stiffness or tightness', 'Leg cramps or spasms']"
370,Uterine cancer,"['Vaginal bleeding after menopause', 'Pelvic pain', 'Hot flashes', 'Focal weakness', 'Heavy menstrual flow', 'Cramps and spasms', 'Tongue lesions', 'Muscle pain', 'Intermenstrual bleeding', 'Unpredictable menstruation', 'Groin mass']"
371,Dry eye of unknown cause,"['Diminished vision', 'Pain in eye', 'Lacrimation', 'Itchiness of eye', 'Eye redness', 'Eye burns or stings', 'Foreign body sensation in eye', 'Spots or clouds in vision', 'White discharge from eye', 'Abnormal movement of eyelid', 'Double vision']"
372,Fibrocystic breast disease,"['Lump or mass of breast', 'Pain or soreness of breast', 'Bleeding or discharge from nipple', 'Long menstrual periods', 'Leg cramps or spasms', 'Absence of menstruation', 'Intermenstrual bleeding', 'Skin irritation', 'Frequent menstruation']"
373,Fungal infection of the hair,"['Skin rash', 'Skin swelling', 'Skin lesion', 'Abnormal appearing skin', 'Itching of skin', 'Irregular appearing scalp', 'Skin irritation', 'Skin growth', 'Itchy scalp', 'Skin dryness, peeling, scaliness, or roughness']"
374,Tooth abscess,"['Toothache' 'Facial pain', 'Jaw swelling', 'Gum pain', 'Mouth pain', 'Fluid retention', 'Pain in gums', 'Lip swelling', 'Neck swelling']"
375,Leptospirosis,"['Pain in eye', 'Shoulder cramps or spasms', 'Facial pain', 'Ankle pain', 'Wrist pain', 'Pain during pregnancy', 'Excessive anger', 'Joint stiffness or tightness', 'Pain or soreness of breast', 'Knee lump or mass', 'Fatigue', 'Excessive urination at night']"
376,Envenomation from spider or animal bite,"['Allergic reaction', 'Skin rash', 'Itching of skin', 'Hand or finger swelling', 'Abnormal appearing skin', 'Fluid retention', 'Foot or toe swelling', 'Arm swelling', 'Leg swelling', 'Peripheral edema', 'Skin swelling', 'Paresthesia']"
378,Vertebrobasilar insufficiency,"['Dizziness', 'Problems with movement', 'Weakness', 'Back pain', 'Headache', 'Leg pain', 'Arm pain', 'Sweating', 'Foot or toe weakness', 'Paresthesia', 'Vomiting', 'Sharp chest pain']"
379,Rectal disorder,"['Rectal bleeding', 'Blood in stool', 'Pain of the anus', 'Sharp abdominal pain', 'Diarrhea', 'Constipation', 'Burning abdominal pain', 'Melena', 'Itching of the anus', 'Heartburn', 'Changes in stool appearance', 'Cramps and spasms']"
380,Atonic bladder,"['Retention of urine', 'Involuntary urination', 'Impotence', 'Frequent urination', 'Suprapubic pain', 'Blood in urine', 'Emotional symptoms']"
381,Benign paroxysmal positional vertical (BPPV),"['Dizziness', 'Nausea', 'Vomiting', 'Headache', 'Problems with movement', 'Weakness', 'Ringing in ear', 'Fainting', 'Irregular heartbeat', 'Diminished hearing', 'Feeling ill', 'Frontal headache']"
382,Blepharospasm,"['Abnormal movement of eyelid', 'Diminished vision', 'Eye moves abnormally', 'Eyelid lesion or rash', 'Headache', 'Blindness']"
383,Sarcoidosis,"['Cough', 'Shortness of breath', 'Fatigue', 'Sharp chest pain', 'Headache', 'Pain in eye', 'Wheezing', 'Chest tightness', 'Paresthesia']"
384,Metastatic cancer,"['Fatigue', 'Decreased appetite', 'Focal weakness', 'Neck mass', 'Stomach bloating', 'Leg cramps or spasms', 'Unusual color or odor to urine', 'Vaginal dryness']"
385,Trigger finger (finger disorder),"['Hand or finger pain', 'Hand or finger stiffness or tightness', 'Wrist pain', 'Hand or finger cramps or spasms', 'Hand or finger swelling', 'Shoulder stiffness or tightness', 'Bones are painful', 'Muscle stiffness or tightness']"
386,Stye,"['Pain in eye', 'Swollen eye', 'Eye redness', 'Eyelid swelling', 'Mass on eyelid', 'Itchiness of eye', 'Eyelid lesion or rash', 'Abnormal appearing skin', 'Eye burns or stings', 'Skin swelling', 'Lacrimation']"
387,Hemochromatosis,"['Ache all over', 'Abnormal appearing skin', 'Pain in testicles', 'Recent weight loss', 'Joint pain', 'Disturbance of memory', 'Too little hair', 'Drainage in throat', 'Difficulty speaking', 'Pelvic pain', 'Bones are painful']"
389,Cushing syndrome,"['Decreased heart rate', 'Weight gain', 'Shoulder pain', 'Nailbiting', 'Elbow cramps or spasms', 'Emotional symptoms', 'Elbow weakness', 'Muscle swelling', 'Itching of scrotum', 'Infrequent menstruation', 'Low back weakness', 'Bladder mass']"
390,Typhoid fever,"['Fever', 'Shoulder cramps or spasms', 'Excessive anger', 'Ankle pain', 'Wrist pain', 'Facial pain', 'Joint stiffness or tightness', 'Pain or soreness of breast', 'Knee lump or mass', 'Pain in eye', 'Fatigue']"
391,Vitreous degeneration,"['Spots or clouds in vision', 'Diminished vision', 'Pain in eye', 'Lacrimation', 'Eye redness', 'Itchiness of eye', 'Blindness', 'Foreign body sensation in eye', 'Bleeding from eye', 'Double vision', 'Eye burns or stings']"
392,Atrophic skin condition,"['Skin growth', 'Wrinkles on skin', 'Abnormal appearing skin', 'Skin lesion', 'Skin moles', 'Skin swelling', 'Acne or pimples', 'Itching of skin', 'Warts', 'Skin irritation', 'Lip swelling', 'Too little hair']"
394,Uterine atony,"['Spotting or bleeding during pregnancy', 'Sharp abdominal pain', 'Pain during pregnancy', 'Intermenstrual bleeding', 'Problems during pregnancy', 'Lower abdominal pain', 'Uterine contractions', 'Blood in urine', 'Back cramps or spasms']"
396,Whooping cough,"['Cough', 'Fever', 'Shortness of breath', 'Vomiting', 'Sore throat', 'Nasal congestion', 'Coryza', 'Headache', 'Difficulty in swallowing', 'Sinus congestion']"
400,Oral mucosal lesion,"['Toothache', 'Mouth pain', 'Mouth ulcer', 'Sore throat', 'Tongue lesions', 'Lip swelling', 'Fever', 'Gum pain', 'Ear pain', 'Cough', 'Bleeding in mouth', 'Facial pain']"
402,Intracerebral hemorrhage,"['Headache', 'Dizziness', 'Weakness', 'Focal weakness', 'Nausea', 'Vomiting', 'Seizures', 'Diminished vision', 'Slurring words', 'Problems with movement', 'Blindness']"
403,Alzheimer disease,"['Disturbance of memory', 'Depressive or psychotic symptoms', 'Depression', 'Problems with movement', 'Hostile behavior', 'Delusions or hallucinations', 'Difficulty speaking', 'Restlessness', 'Irregular appearing scalp', 'Fears and phobias']"
404,Vaginismus,"['Pain during intercourse', 'Pelvic pain', 'Vaginal pain', 'Sharp abdominal pain', 'Frequent urination', 'Lower abdominal pain', 'Vaginal dryness', 'Vaginal discharge', 'Suprapubic pain', 'Painful menstruation', 'Hot flashes', 'Heavy menstrual flow']"
405,Systemic lupus erythematosis (SLE),"['Sharp chest pain', 'Ache all over', 'Joint pain', 'Knee pain', 'Leg swelling', 'Muscle pain', 'Joint swelling', 'Focal weakness', 'Bones are painful', 'Absence of menstruation', 'Too little hair', 'Hand or finger stiffness or tightness']"
406,Premature ovarian failure,"['Infertility', 'Unpredictable menstruation', 'Absence of menstruation', 'Pelvic pain', 'Weight gain', 'Heavy menstrual flow', 'Hot flashes', 'Intermenstrual bleeding', 'Pain during intercourse']"
407,Thoracic outlet syndrome,"['Neck pain', 'Arm pain', 'Shoulder pain', 'Loss of sensation', 'Paresthesia', 'Sharp chest pain', 'Weakness', 'Hand or finger weakness', 'Back pain', 'Hand or finger pain', 'Shoulder weakness', 'Decreased appetite']"
409,Dislocation of the knee,"['Knee pain', 'Shoulder pain', 'Knee swelling', 'Joint pain', 'Knee stiffness or tightness']"
410,Crohn disease,"['Sharp abdominal pain', 'Diarrhea', 'Vomiting', 'Nausea', 'Burning abdominal pain', 'Blood in stool', 'Rectal bleeding', 'Pain of the anus', 'Stomach bloating', 'Heartburn', 'Regurgitation']"
411,Postoperative infection,"['Fever', 'Abnormal appearing skin', 'Sharp abdominal pain', 'Skin on leg or foot looks infected', 'Skin swelling', 'Fluid retention', 'Leg swelling', 'Skin on arm or hand looks infected', 'Jaw swelling', 'Recent pregnancy', 'Fluid in ear', 'Irregular belly button']"
413,Fluid overload,"['Shortness of breath', 'Peripheral edema', 'Sharp abdominal pain', 'Fluid retention', 'Leg swelling', 'Nausea', 'Difficulty breathing', 'Vomiting', 'Weakness', 'Cough', 'Sharp chest pain', 'Hand or finger swelling']"
414,Atrial flutter,"['Irregular heartbeat', 'Increased heart rate', 'Palpitations', 'Shortness of breath', 'Sharp chest pain', 'Difficulty breathing', 'Dizziness', 'Fatigue', 'Chest tightness', 'Swollen lymph nodes', 'Feeling hot']"
415,Skin disorder,"['Skin lesion', 'Abnormal appearing skin', 'Skin rash', 'Skin moles', 'Skin growth', 'Skin swelling', 'Itching of skin', 'Acne or pimples', 'Skin dryness, peeling, scaliness, or roughness', 'Irregular appearing scalp', 'Warts', 'Skin irritation']"
416,Floaters,"['Spots or clouds in vision', 'Diminished vision', 'Lacrimation', 'Pain in eye', 'Itchiness of eye', 'Eye burns or stings', 'Foreign body sensation in eye']"
418,Heart attack,"['Sharp chest pain', 'Shortness of breath', 'Chest tightness', 'Nausea', 'Arm pain', 'Fainting', 'Sweating', 'Lower body pain', 'Heartburn', 'Irregular heartbeat', 'Burning chest pain', 'Increased heart rate']"
420,Fracture of the leg,"['Hip pain', 'Leg pain', 'Knee pain', 'Ankle pain', 'Problems with movement', 'Leg swelling', 'Knee swelling', 'Ankle swelling', 'Leg stiffness or tightness', 'Leg weakness', 'Knee weakness', 'Hip stiffness or tightness']"
422,Pityriasis rosea,"['Skin rash', 'Itching of skin', 'Abnormal appearing skin', 'Skin swelling', 'Warts', 'Vaginal itching', 'Fears and phobias', 'Acne or pimples', 'Skin growth', 'Dry or flaky scalp']"
424,Orthostatic hypotension,"['Dizziness', 'Fainting', 'Weakness', 'Headache', 'Feeling ill', 'Fatigue', 'Irregular heartbeat', 'Increased heart rate', 'Hurts to breath', 'Abnormal involuntary movements', 'Palpitations']"
425,Obstructive sleep apnea (OSA),"['Abnormal breathing sounds', 'Apnea', 'Sleepiness', 'Difficulty breathing', 'Fatigue', 'Insomnia', 'Shortness of breath', 'Abnormal involuntary movements', 'Weight gain', 'Difficulty in swallowing', 'Mouth dryness', 'Sweating']"
426,Hypokalemia,"['Vomiting', 'Nausea', 'Sharp abdominal pain', 'Dizziness', 'Weakness', 'Diarrhea', 'Shortness of breath', 'Fainting', 'Fever', 'Headache', 'Loss of sensation']"
427,Psoriasis,"['Skin rash', 'Itching of skin', 'Skin dryness, peeling, scaliness, or roughness', 'Skin lesion', 'Abnormal appearing skin', 'Itchy scalp', 'Irregular appearing scalp', 'Skin moles', 'Skin growth', 'Skin swelling', 'Acne or pimples']"
428,Dislocation of the shoulder,"['Shoulder pain', 'Arm pain', 'Wrist pain', 'Shoulder stiffness or tightness', 'Arm stiffness or tightness', 'Arm swelling', 'Shoulder lump or mass']"
429,Intussusception,"['Sharp abdominal pain', 'Vomiting', 'Diarrhea', 'Regurgitation', 'Constipation', 'Upper abdominal pain', 'Blood in stool', 'Nausea']"
430,Cervicitis,"['Sharp abdominal pain', 'Vaginal discharge', 'Pelvic pain', 'Painful urination', 'Lower abdominal pain', 'Burning abdominal pain', 'Nausea', 'Vaginal itching', 'Vaginal pain', 'Cramps and spasms', 'Pain during pregnancy', 'Suprapubic pain']"
431,Abscess of the pharynx,"['Sore throat', 'Fever', 'Nasal congestion', 'Cough', 'Difficulty in swallowing', 'Ear pain', 'Headache', 'Sharp chest pain', 'Coughing up sputum', 'Allergic reaction', 'Feeling ill', 'Throat swelling']"
432,Primary thrombocythemia,"['Dizziness', 'Fatigue', 'Sweating', 'Flatulence', 'Rectal bleeding', 'Fluid retention', 'Pain of the anus', 'Joint pain', 'Muscle pain', 'Frequent urination', 'Abusing alcohol']"
433,Arthritis of the hip,"['Hip pain', 'Leg pain', 'Low back pain', 'Back pain', 'Knee pain', 'Ache all over', 'Groin pain', 'Lower body pain', 'Problems with movement', 'Pelvic pain', 'Joint pain', 'Hip stiffness or tightness']"
434,Decubitus ulcer,"['Skin lesion', 'Difficulty speaking', 'Skin on leg or foot looks infected', 'Skin pain', 'Incontinence of stool', 'Penis redness', 'Disturbance of smell or taste']"
435,Hypernatremia,"['Weakness', 'Difficulty breathing', 'Fever', 'Fluid retention', 'Vomiting', 'Shortness of breath', 'Ache all over', 'Apnea', 'Heavy menstrual flow', 'Problems with movement', 'Fainting']"
436,Sensorineural hearing loss,"['Diminished hearing', 'Plugged feeling in ear', 'Ringing in ear', 'Dizziness', 'Ear pain', 'Nasal congestion', 'Fluid in ear', 'Redness in ear', 'Itchy ear(s)']"
437,Chronic ulcer,"['Skin lesion', 'Skin on leg or foot looks infected', 'Skin pain']"
439,Ileus,"['Sharp abdominal pain', 'Vomiting', 'Nausea', 'Diarrhea', 'Constipation', 'Burning abdominal pain', 'Stomach bloating', 'Headache', 'Side pain', 'Lower abdominal pain', 'Upper abdominal pain', 'Pain of the anus']"
440,Sickle cell crisis,"['Ache all over', 'Leg pain', 'Back pain', 'Sharp chest pain', 'Arm pain', 'Hip pain', 'Low back pain', 'Sharp abdominal pain', 'Knee pain', 'Fever', 'Vomiting', 'Burning abdominal pain']"
441,Urethritis,"['Painful urination', 'Penile discharge', 'Frequent urination', 'Sharp abdominal pain', 'Blood in urine', 'Penis pain', 'Retention of urine', 'Pain in testicles', 'Suprapubic pain', 'Pelvic pain', 'Vaginal itching', 'Itching of skin']"
442,Prostatitis,"['Painful urination', 'Frequent urination', 'Retention of urine', 'Pain in testicles', 'Blood in urine', 'Sharp abdominal pain', 'Fever', 'Back pain', 'Impotence', 'Lower abdominal pain', 'Chills']"
443,Otitis externa (swimmer's ear),"['Ear pain', 'Fluid in ear', 'Redness in ear', 'Plugged feeling in ear', 'Fever', 'Sore throat', 'Cough', 'Diminished hearing', 'Facial pain', 'Itchy ear(s)', 'Bleeding from ear', 'Ringing in ear']"
445,Testicular torsion,"['Pain in testicles', 'Swelling of scrotum', 'Sharp abdominal pain', 'Burning abdominal pain', 'Emotional symptoms', 'Itching of scrotum', 'Elbow weakness', 'Muscle swelling']"
447,Urethral stricture,"['Retention of urine', 'Painful urination', 'Frequent urination', 'Suprapubic pain', 'Involuntary urination', 'Blood in urine', 'Excessive urination at night', 'Penis redness', 'Swelling of scrotum']"
448,Vitamin D deficiency,"['Fatigue', 'Joint pain', 'Hot flashes', 'Weight gain', 'Skin irritation', 'Arm stiffness or tightness', 'Mouth dryness', 'Infrequent menstruation', 'Feeling hot', 'Melena', 'Back stiffness or tightness']"
